"dev_os","OS Version","temp","title","timestamp","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","cam_vert","cam_hoz","pos_sat","id","Name","What is your name?","Have you seen a butterfly?","If you can, take a photo of the butterfly you have seen.","How many of this butterfly did you see?","Can you see any of these plants within 5 metres (a large room) around you? Tick all that you see.","What did the grasses look like?","Would you like to record more information that would be useful for scientists?","Any other comments?","What was the main colour of the butterfly?","Was it one of these?","What was the butterfly doing?","How would you describe the habitat/area around the butterfly/you? (football pitch area around you)","What kind of urban?","Are you next to a hedgerow?","What type of woodland?","What type of grassland?","What type of farmland?","Was it this butterfly?","geom"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:08:11.339Z","","11.023456598668789","","-1","MOTOROLA XT1068","","-17.01082859963229","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-129.5255217595874","","","","_zy05crvt4","Penparcau Survey 2016 - V1-3-30-06-2016 15h08m00s","CG test","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"Yes","",,,,"Grassland",,"Yes",,"Mown or grazed, short, very green grass",,,"-4.066670929356822,52.40260616930962"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:10:06.660Z","","-0.2427772864595314","","9","MOTOROLA XT1068","","-19.484308183018832","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-16.32680905991761","","","","_szj7h1pz3","Penparcau Survey 2016 - V1-3-19-07-2016 13h10m00s","CG","Yes","<i>blank</i>","2","Nettle,Bird's foot trefoil,Thistle,Dock or sorrel,Grasses",,"No","","Orange","Small Copper","Resting,Flying",,,,,,,,"-4.083573600000001,52.399354"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-07T16:01:15.950Z","","5.241819713903","","9","MOTOROLA XT1068","","-23.348571375770877","a0ea0520-3574-4371-b9a3-6af8c208632a.json","45.508385892541476","","","","_dx4b3b23q","Penparcau Survey 2016 - V1-3-07-06-2016 17h01m09s","Chloe","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-07-06-2016 17h01m09s/1465315234010.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-07-06-2016 17h01m09s/1465315234010_thumb.jpg" style="width:100px;border:0;"></a>","2","Nettle,Grasses",,"Yes","","Brown","Speckled Wood","Resting,Flying","Gorse",,"Yes",,,,,"-4.083322899999976,52.39967950000012"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T14:40:08.713Z","","14.001221855082063","","12","MOTOROLA XT1068","","-36.81521823017814","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-38.47898742519613","","","","_fnhfcc47s","Penparcau Survey 2016 - V1-3-14-07-2016 15h40m00s","Silvia","Yes","<i>blank</i>","8","Nettle,Thistle,Grasses",,"Yes","","Brown","Ringlet","Flying","Farmland",,"Yes",,,,,"-4.084585999999961,52.40275310000001"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:54:35.264Z","","2.2754561776485915","","5","MOTOROLA XT1068","","-21.326686824832656","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-12.768581030664446","","","","_8fboda0rm","Penparcau Survey 2016 - V1-3-19-07-2016 13h54m28s","CG","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-19-07-2016 13h54m28s/1468932849876.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-19-07-2016 13h54m28s/1468932849876_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Thistle,Grasses",,"No","","Brown","Ringlet","Resting,Flying",,,,,,,,"-4.08714980000001,52.402739599999904"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-07T16:23:21.639Z","","8.972626559801698","","6","MOTOROLA XT1068","","-16.87048187256687","a0ea0520-3574-4371-b9a3-6af8c208632a.json","155.37873033419112","","","","_xmwamsjhl","Penparcau Survey 2016 - V1-3-07-06-2016 17h23m15s","Chloe","Yes","<i>blank</i>","2","Nettle,Ivy,Grasses",,"Yes","","Brown","Speckled Wood","Resting,Flying","Gorse",,"Yes",,,,,"-4.080049299999986,52.399108499999784"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-23T11:13:56.292Z","","23.578904137603924","","28","MOTOROLA XT1068","","13.47229542085086","a0ea0520-3574-4371-b9a3-6af8c208632a.json","152.45204891635402","","","","_o33r563t1","Penparcau Survey 2016 - V1-3-23-06-2016 12h13m47s","Rachel","Yes","<i>blank</i>","2","Nettle,Grasses",,"Yes","","Brown","Speckled Wood","Flying","Gorse",,"Yes",,,,,"-4.077364299999977,52.39920589999983"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T18:46:43.766Z","","22.790591024357735","","16","MOTOROLA XT1068","","-32.84656413369891","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-19.265523563524983","","","","_sytjxgpor","Penparcau Survey 2016 - V1-3-16-06-2016 19h46m32s","Melissa","No","<i>blank</i>","","Nettle,Bird's foot trefoil,Grasses",,"Yes","",,,,"Gorse",,"No",,,,,"-4.0858847999999774,52.403681800000044"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:43:14.276Z","","9.543448520628113","","14","MOTOROLA XT1068","","-17.563547997837233","a0ea0520-3574-4371-b9a3-6af8c208632a.json","31.958158013260768","","","","_r63y1erd7","Penparcau Survey 2016 - V1-3-19-07-2016 13h43m08s","CG","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.086012299999956,52.40128390000018"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T10:36:33.888Z","","7.523821347210579","","-1","MOTOROLA XT1068","","-19.671083120967417","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-15.936265673365451","","","","_3gsecafg7","Penparcau Survey 2016 - V1-3-09-06-2016 11h36m26s","Chloe","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.081250113291951,52.40765798045579"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:19:28.840Z","","7.770886364962866","","700.448974609375","MOTOROLA XT1068","","-21.311761153948886","a0ea0520-3574-4371-b9a3-6af8c208632a.json","7.80034753217407","","","","_4x99avpbv","Penparcau Survey 2016 - V1-3-21-06-2016 15h19m25s","Chloe new path","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0792457,52.4030133"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-22T15:30:59.249Z","","10.377727099441197","","-1","MOTOROLA XT1068","","-27.53972400710515","a0ea0520-3574-4371-b9a3-6af8c208632a.json","46.458188583428864","","","","_w3yerfu0q","Penparcau Survey 2016 - V1-3-22-06-2016 16h30m15s","Claire r","No","<i>blank</i>","","Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.071046774180121,52.40205461520308"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:10:24.750Z","","4.3722568047244526","","14","MOTOROLA XT1068","","-6.86384108516658","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-21.92562952824566","","","","_6ghgch1go","Penparcau Survey 2016 - V1-3-19-07-2016 12h10m17s","CG","Yes","<i>blank</i>","1","Nettle,Grasses",,"No","","Orange","Gatekeeper","Resting,Flying",,,,,,,,"-4.078006299999962,52.398924800000195"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-27T10:05:50.738Z","","11.607416428363722","","-1","MOTOROLA XT1068","","-42.57239492686564","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-74.70345234877611","","","","_861q9fpkk","Penparcau Survey 2016 - V1-3-27-06-2016 11h05m25s","Jan and John","No","<i>blank</i>","","Grasses","Long grass, maybe grazed, some flowers","Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.069522652209737,52.40088953747189"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:17:46.154Z","","8.027237878665431","","-1","MOTOROLA XT1068","","-34.53043457544425","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-151.7364226762551","","","","_0g5noq8wp","Penparcau Survey 2016 - V1-3-21-06-2016 16h17m40s","Chloe new path","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.07857529088414,52.39975586791292"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:19:23.260Z","","-0.6807098861749876","","-1","MOTOROLA XT1068","","-4.8665691209025","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-92.87115448436306","","","","_9eifhpx4v","Penparcau Survey 2016 - V1-3-20-07-2016 15h19m13s","CG","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.074486345110705,52.406294686253645"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:54:46.113Z","","0.47155956867055954","","-1","MOTOROLA XT1068","","-15.084913329174626","a0ea0520-3574-4371-b9a3-6af8c208632a.json","47.14922614251573","","","","_0bwqe769a","Penparcau Survey 2016 - V1-3-19-07-2016 11h54m36s","CG","No","<i>blank</i>","","Nettle,Grasses",,"Yes","",,,,"Gorse",,"Yes",,,,,"-4.076887606326015,52.39925243976855"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:28:15.679Z","","7.393046276493284","","-1","MOTOROLA XT1068","","-25.396835824830983","a0ea0520-3574-4371-b9a3-6af8c208632a.json","129.166786564","","","","_rsl87ojhb","Penparcau Survey 2016 - V1-3-21-06-2016 16h28m07s","Chloe new path","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.077569198113576,52.39964958431769"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:41:31.545Z","","7.626047080970868","","-1","MOTOROLA XT1068","","-20.15403384434797","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-70.11565526441356","","","","_2mzsh5xv2","Penparcau Survey 2016 - V1-3-30-06-2016 16h41m23s","CG test","No","<i>blank</i>","","Ivy,Bird's foot trefoil,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.064876076753687,52.40426374049574"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:42:04.747Z","","-2.898576896949794","","19","MOTOROLA XT1068","","-17.099090011634487","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-155.01559649677824","","","","_y5e8fpyeo","Penparcau Survey 2016 - V1-3-14-07-2016 11h41m53s","Chloe test","No","<i>blank</i>","","Ivy,Grasses",,,"Bracken dominates the immediate area, gorse surrounding it",,,,,,,,,,,"-4.0809536000000355,52.39987039999971"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:12:49.416Z","","3.8867340882345656","","891.25","MOTOROLA XT1068","","-19.373256137303596","a0ea0520-3574-4371-b9a3-6af8c208632a.json","61.8788774272959","","","","_l2wlpe3mr","Penparcau Survey 2016 - V1-3-20-07-2016 14h12m46s","CG","No","<i>blank</i>","","Dock or sorrel",,"No","",,,,,,,,,,,"-4.07216570000004,52.40106960000001"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:56:03.266Z","","8.590368192712765","","-1","MOTOROLA XT1068","","-17.40437214677738","a0ea0520-3574-4371-b9a3-6af8c208632a.json","128.139403169425","","","","_z7pq6n7m5","Penparcau Survey 2016 - V1-3-30-06-2016 15h55m52s","CG test","No","<i>blank</i>","","Ivy,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.061118554712494,52.401463768551984"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:04:34.720Z","","10.283064946413052","","-1","MOTOROLA XT1068","","-19.755647693081343","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-10.218607597441995","","","","_p8hlcq880","Penparcau Survey 2016 - V1-3-30-06-2016 16h04m28s","CG test","No","<i>blank</i>","","Bird's foot trefoil,Grasses",,"No","",,,,,,,,,,,"-4.060589398944531,52.402170512300906"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T10:30:57.832Z","","6.243850300052537","","43.5","MOTOROLA XT1068","","-20.293617297773643","a0ea0520-3574-4371-b9a3-6af8c208632a.json","49.50401923624225","","","","_rctqgidzj","Penparcau Survey 2016 - V1-3-22-07-2016 11h30m53s","CG","Yes","<i>blank</i>","1","Nettle,Ivy,Holly,Lady's smock,Dock or sorrel,Grasses",,"Yes","","White","Small White","Resting,Flying","Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.072404100000004,52.40109439999981"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:16:01.892Z","","6.064922822573475","","-1","MOTOROLA XT1068","","-21.58818403230118","a0ea0520-3574-4371-b9a3-6af8c208632a.json","152.03659582989883","","","","_dukw2olia","Penparcau Survey 2016 - V1-3-30-06-2016 16h15m53s","CG test","Yes","<i>blank</i>","1","Nettle,Ivy,Thistle,Dock or sorrel,Grasses",,"No","","Brown","Meadow Brown","Resting,Flying",,,,,,,,"-4.058965109406091,52.40316466809383"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:46:55.409Z","","7.820026160946522","","-1","MOTOROLA XT1068","","-20.727747536514237","a0ea0520-3574-4371-b9a3-6af8c208632a.json","108.34160125633365","","","","_b9aljwote","Penparcau Survey 2016 - V1-3-30-06-2016 16h46m48s","CG test","No","<i>blank</i>","","Nettle,Ivy,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.066260983510279,52.4032130761832"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:29:31.423Z","","11.506993864544317","","-1","MOTOROLA XT1068","","-19.663020082652217","a0ea0520-3574-4371-b9a3-6af8c208632a.json","34.346108260313116","","","","_mo4graa8m","Penparcau Survey 2016 - V1-3-30-06-2016 16h29m24s","CG test","No","<i>blank</i>","","Ivy,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.059661892088506,52.4046790501366"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T11:33:33.736Z","","-8.848374319741765","","-1","MOTOROLA XT1068","","-39.48341113887611","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-125.8816841392773","","","","_2eivb1oaa","Penparcau Survey 2016 - V1-3-16-06-2016 12h33m10s","Aline","Yes","<i>blank</i>","","Grasses","Long grass, maybe grazed, some flowers","Yes","","Orange","Large Skipper","Resting","Grassland",,"Yes",,"Long grass, maybe grazed, some flowers",,,"-4.081108456202185,52.40608559650998"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-23T10:54:06.438Z","","2.7721569256020278","","96","MOTOROLA XT1068","","-21.674314425282333","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-156.88926765027446","","","","_wh14uzp2c","Penparcau Survey 2016 - V1-3-23-06-2016 11h53m56s","Rachel","Yes","<i>blank</i>","1","Nettle,Thistle,Grasses",,"Yes","","Brown","Meadow Brown","Flying","Farmland",,"No",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.085039299999974,52.40068320000022"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:19:07.959Z","","-3.5322946547482705","","15","MOTOROLA XT1068","","-12.393555833906557","a0ea0520-3574-4371-b9a3-6af8c208632a.json","8.235628657789812","","","","_0z4ww53e5","Penparcau Survey 2016 - V1-3-19-07-2016 12h19m01s","CG","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.079829299999967,52.398871700000015"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-06T13:36:26.530Z","","0.8372482703590125","","23","MOTOROLA XT1068","","-11.79094702645655","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-168.4032727040018","","","","_n81wju3pf","Penparcau Survey 2016 - V1-3-06-06-2016 14h36m07s","Chloe","Yes","<i>blank</i>","1","Ivy,Grasses",,"Yes",,"Brown","Speckled Wood","Resting","Woodland",,"Yes","Lots of wild flowers, shrubs and plants",,,,"-4.072761500000005,52.405864799999925"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T13:53:19.767Z","","1.6338326893292368","","-1","MOTOROLA XT1068","","-19.913867317657395","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-112.215609421484","","","","_xvevyyctz","Penparcau Survey 2016 - V1-3-21-06-2016 14h53m11s","Chloe new path","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.0732663790880235,52.399455309237204"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:09:44.753Z","","6.054191741613739","","-1","MOTOROLA XT1068","","-20.09823461392355","a0ea0520-3574-4371-b9a3-6af8c208632a.json","153.68126440090288","","","","_whp1a95pl","Penparcau Survey 2016 - V1-3-21-06-2016 16h09m36s","Chloe new path","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.081347489718511,52.400687675984095"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-06T14:30:02.453Z","","3.6913864091039694","","12","MOTOROLA XT1068","","-23.82042816439204","a0ea0520-3574-4371-b9a3-6af8c208632a.json","127.35009284856001","","","","_a3gz1021i","Penparcau Survey 2016 - V1-3-06-06-2016 15h29m55s","Chloe","No","<i>blank</i>","","Lady's smock,Dock or sorrel,Grasses",,"Yes",,,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.071235399999974,52.400367199999984"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:31:18.468Z","","5.675356579959451","","9","MOTOROLA XT1068","","-11.414788872070083","a0ea0520-3574-4371-b9a3-6af8c208632a.json","115.59914853252492","","","","_bmo5ad8sh","Penparcau Survey 2016 - V1-3-19-07-2016 12h31m09s","CG","Yes","<i>blank</i>","1","Nettle,Grasses",,"No","","Orange","Red Admiral","Resting,Flying",,,,,,,,"-4.0808158,52.399411300000004"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:32:18.301Z","","1.3493299106322296","","-1","MOTOROLA XT1068","","-20.214021688280898","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-74.59646426561703","","","","_qyedsd3p6","Penparcau Survey 2016 - V1-3-21-06-2016 15h32m10s","Chloe new path","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0805326206729955,52.40282234124499"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-22T15:35:10.233Z","","14.118250316321062","","-1","MOTOROLA XT1068","","12.746886642313195","a0ea0520-3574-4371-b9a3-6af8c208632a.json","161.25905875670855","","","","_3glbbu2ip","Penparcau Survey 2016 - V1-3-22-06-2016 16h34m49s","Claire r","No","<i>blank</i>","","Bird's foot trefoil,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.0698871221122745,52.40172793074423"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:13:15.568Z","","2.681955739875547","","400","MOTOROLA XT1068","","-16.64987530011192","a0ea0520-3574-4371-b9a3-6af8c208632a.json","32.036339773595316","","","","_0y0ift2ct","Penparcau Survey 2016 - V1-3-20-07-2016 14h13m12s","CG","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.07141149999999,52.4040673"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:37:11.225Z","","2.3479422005455866","","-1","MOTOROLA XT1068","","-26.284313039542003","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-33.36214437829191","","","","_yyfe5beno","Penparcau Survey 2016 - V1-3-21-06-2016 15h37m03s","Chloe new path","Yes","<i>blank</i>","1","Ivy,Dock or sorrel,Grasses",,"No","","Orange","Large Skipper","Resting,Flying",,,,,,,,"-4.081079715827096,52.40287298511599"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:35:02.708Z","","11.875164966470098","","-1","MOTOROLA XT1068","","-26.178067739455162","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-137.98221119741197","","","","_mjrtu0omg","Penparcau Survey 2016 - V1-3-30-06-2016 16h34m55s","CG test","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0617890766474956,52.40492132652036"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-06T13:50:39.402Z","","0.9528565324983244","","2200","MOTOROLA XT1068","","-13.444374461297494","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-8.151621599866887","","","","_u7oo8axlg","Penparcau Survey 2016 - V1-3-06-06-2016 14h50m20s","Chloe","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"Yes",,,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.068658099999973,52.40482880000009"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T10:15:08.251Z","","6.023992913972173","","-1","MOTOROLA XT1068","","-31.888776951671776","a0ea0520-3574-4371-b9a3-6af8c208632a.json","20.018490447816358","","","","_xe3nupugn","Penparcau Survey 2016 - V1-3-09-06-2016 11h14m56s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.079632158755809,52.405924728052334"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T14:16:20.855Z","","-2.279225801740204","","-1","MOTOROLA XT1068","","-65.57796444780223","a0ea0520-3574-4371-b9a3-6af8c208632a.json","84.2506292989174","","","","_9rmqmk73t","Penparcau Survey 2016 - V1-3-22-07-2016 15h16m11s","CG","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.080215596018656,52.40801523812068"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-23T10:39:17.355Z","","17.230052058780313","","8","MOTOROLA XT1068","","7.461942394651203","a0ea0520-3574-4371-b9a3-6af8c208632a.json","150.18114762110818","","","","_3djnk1dxd","Penparcau Survey 2016 - V1-3-23-06-2016 11h39m09s","Rachel","Yes","<i>blank</i>","1","Nettle,Grasses",,"Yes","","Brown","Speckled Wood","Flying","Gorse",,"Yes",,,,,"-4.086531200000017,52.403631599999784"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T14:41:20.560Z","","11.845826742663956","","-1","MOTOROLA XT1068","","-26.647171961840808","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-164.04748348536626","","","","_n03rqxo5a","Penparcau Survey 2016 - V1-3-17-06-2016 15h41m04s","Debra","No","<i>blank</i>","","Nettle,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.08624012996775,52.40763814898702"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T09:52:42.585Z","","14.699289386372168","","19","MOTOROLA XT1068","","-21.432349851292752","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-84.0951332122729","","","","_6r0ga0g7s","Penparcau Survey 2016 - V1-3-14-07-2016 10h52m34s","Chloe test","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.072959899999964,52.40002039999993"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:38:22.639Z","","8.05910327246448","","-1","MOTOROLA XT1068","","-22.597204463292577","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-63.70468944527786","","","","_3drl9lq1y","Penparcau Survey 2016 - V1-3-21-06-2016 15h38m14s","Chloe new path","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.082238748303894,52.40304774881227"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:10:12.455Z","","5.806726730908183","","-1","MOTOROLA XT1068","","-14.534283968855709","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-30.003552533194462","","","","_wa1ihresc","Penparcau Survey 2016 - V1-3-30-06-2016 16h09m55s","CG test","No","<i>blank</i>","","Bird's foot trefoil,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.060312401715922,52.402262968391526"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-07T13:53:01.963Z","","3.8310509710260363","","940.3809814453125","MOTOROLA XT1068","","-22.93611161971944","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-18.838877504567428","","","","_6e7t0conq","Penparcau Survey 2016 - V1-3-07-06-2016 14h52m56s","Chloe","No","<i>blank</i>","","Ivy",,"Yes","",,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.074222400000005,52.39974339999978"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-06T13:27:27.601Z","","13.370380460697808","","699.9990234375","MOTOROLA XT1068","","-16.479634542596646","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-141.30437422857116","","","","_s74r1zv8r","Penparcau Survey 2016 - V1-3-06-06-2016 14h27m13s","Chloe","Yes","<i>blank</i>","2","Nettle,Ivy,Grasses",,"Yes",,"Brown","Speckled Wood","Flying","Woodland",,"Yes","Lots of wild flowers, shrubs and plants",,,,"-4.067192199999974,52.403212200000084"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:22:25.465Z","","-6.883682357818644","","-1","MOTOROLA XT1068","","-9.302473470294538","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-43.886721398662026","","","","_mmo2805n7","Penparcau Survey 2016 - V1-3-20-07-2016 15h22m14s","CG","No","<i>blank</i>","","Bird's foot trefoil",,"No","",,,,,,,,,,,"-4.074741165923106,52.40577762813832"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:18:10.589Z","","-4.889162959790078","","222.27000427246094","MOTOROLA XT1068","","-10.012097681660306","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-96.13075298272493","","","","_zfx3xw36j","Penparcau Survey 2016 - V1-3-20-07-2016 15h18m01s","CG","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.0724277,52.405393299999986"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-07T14:02:30.536Z","","9.166171922765058","","2299.9990234375","MOTOROLA XT1068","","-15.576985770191733","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-151.203381053049","","","","_1k3yn4ebu","Penparcau Survey 2016 - V1-3-07-06-2016 15h02m18s","Chloe","No","<i>blank</i>","","Ivy,Bird's foot trefoil,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.058622500000023,52.40617359999989"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:47:10.024Z","","11.986714762221101","","5","MOTOROLA XT1068","","-15.772409435176845","a0ea0520-3574-4371-b9a3-6af8c208632a.json","76.93186986738448","","","","_uafmh3lb4","Penparcau Survey 2016 - V1-3-09-06-2016 10h47m03s","Chloe","No","<i>blank</i>","","Bird's foot trefoil,Grasses",,"Yes","",,,,"Farmland",,"Yes",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.077114999999996,52.400858399999976"
