"dev_os","OS Version","temp","title","timestamp","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","cam_vert","cam_hoz","pos_sat","id","Name","What is your name?","Have you seen a butterfly?","If you can, take a photo of the butterfly you have seen.","How many of this butterfly did you see?","Can you see any of these plants within 5 metres (a large room) around you? Tick all that you see.","What did the grasses look like?","Would you like to record more information that would be useful for scientists?","Any other comments?","What was the main colour of the butterfly?","Was it one of these?","What was the butterfly doing?","How would you describe the habitat/area around the butterfly/you? (football pitch area around you)","What kind of urban?","Are you next to a hedgerow?","What type of woodland?","What type of grassland?","What type of farmland?","Was it this butterfly?","geom"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:45:47.626Z","","-7.7392318532544415","","-1","MOTOROLA XT1068","","-9.694999319253295","a0ea0520-3574-4371-b9a3-6af8c208632a.json","20.011378513343082","","","","_upzpww7nw","Penparcau Survey 2016 - V1-3-20-07-2016 14h45m36s","CG","No","<i>blank</i>","","Nettle,Grasses",,"No","",,,,,,,,,,,"-4.070823313195681,52.40381839763906"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T11:47:50.835Z","","3.710639004826943","","9","MOTOROLA XT1068","","-18.363001149619716","a0ea0520-3574-4371-b9a3-6af8c208632a.json","86.10105048847892","","","","_o6rzmjygy","Penparcau Survey 2016 - V1-3-13-06-2016 12h47m43s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Burdock,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.062005900000034,52.40157690000016"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:57:43.662Z","","3.387023574734681","","886.5869750976562","MOTOROLA XT1068","","-11.178388340933125","a0ea0520-3574-4371-b9a3-6af8c208632a.json","29.584346257790344","","","","_vg1yei25i","Penparcau Survey 2016 - V1-3-19-07-2016 13h57m39s","CG","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.087063800000034,52.40321980000014"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:11:12.370Z","","11.062114615597414","","-1","MOTOROLA XT1068","","-19.21135845585949","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-133.11985416879327","","","","_o1y3w2403","Penparcau Survey 2016 - V1-3-30-06-2016 15h11m04s","CG test","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.06500206935651,52.40228375345872"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T18:12:03.663Z","","8.683100817300382","","96","MOTOROLA XT1068","","-11.343148725413112","a0ea0520-3574-4371-b9a3-6af8c208632a.json","92.7643234955549","","","","_xdqljria4","Penparcau Survey 2016 - V1-3-16-06-2016 19h11m47s","Melissa","No","<i>blank</i>","","Nettle,Burdock,Grasses",,"Yes","",,,,"Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.0814876,52.399333599999984"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:17:15.560Z","","-7.177246449666732","","-1","MOTOROLA XT1068","","-56.682110921818776","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-118.06785210613434","","","","_v68fazm1o","Penparcau Survey 2016 - V1-3-30-06-2016 12h17m02s","Greg","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"Yes","",,,,"Gorse",,"No",,,,,"-4.072652695862803,52.406624504268024"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:28:15.064Z","","8.954793789652442","","-1","MOTOROLA XT1068","","-11.50532132197131","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-37.73794263610101","","","","_79ll8xad1","Penparcau Survey 2016 - V1-3-21-06-2016 15h28m06s","Chloe new path","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Farmland",,"Yes",,"Mown or grazed, short, very green grass","Grassland",,"-4.080135174286071,52.40304074686706"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T13:02:37.318Z","","13.853092981231057","","-1","MOTOROLA XT1068","","-24.34708014562963","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-57.90955397227801","","","","_6y9ilobu1","Penparcau Survey 2016 - V1-3-22-07-2016 14h02m23s","CG","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.076939967652935,52.40459556538931"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:11:54.484Z","","3.505834075016818","","16","MOTOROLA XT1068","","-7.306490704236298","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-16.47372301387","","","","_ul1tobpvk","Penparcau Survey 2016 - V1-3-19-07-2016 12h11m47s","CG","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.078059599999976,52.39895399999993"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:30:21.056Z","","10.32620954385273","","-1","MOTOROLA XT1068","","-11.429976651463253","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-17.43918220588235","","","","_0zjn4tyg6","Penparcau Survey 2016 - V1-3-20-07-2016 14h30m13s","CG","No","<i>blank</i>","","Nettle,Grasses",,"No","",,,,,,,,,,,"-4.06846858606576,52.40243087647533"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:40:53.965Z","","5.685490446253634","","-1","MOTOROLA XT1068","","-23.126945397582304","a0ea0520-3574-4371-b9a3-6af8c208632a.json","6.32226044483746","","","","_s4wgg938j","Penparcau Survey 2016 - V1-3-21-06-2016 15h40m46s","Chloe new path","No","<i>blank</i>","","Dock or sorrel,Grasses",,"Yes","",,,,"Grassland",,"No",,"Mown or grazed, short, very green grass",,,"-4.082837391623273,52.40254259435751"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T15:04:12.416Z","","3.257222019417524","","-1","MOTOROLA XT1068","","-7.513960261596374","a0ea0520-3574-4371-b9a3-6af8c208632a.json","43.80287058131636","","","","_37ts7wvqm","Penparcau Survey 2016 - V1-3-20-07-2016 16h03m57s","CG","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.07161112707971,52.40557459943221"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-28T09:39:56.019Z","","-11.712471567987688","","25","MOTOROLA XT1068","","-33.48633429287566","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-116.75754861575909","","","","_78auycw6s","Penparcau Survey 2016 - V1-3-28-06-2016 10h39m42s","Lesley","No","<i>blank</i>","","Nettle,Bird's foot trefoil,Thistle,Dock or sorrel,Grasses",,"Yes","This area is very close to a main A road.",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.0673746,52.40333799999998"
"","6.0.1","","Penparcau Survey 2016 - V1-3","2016-06-13T15:18:55.711Z","","10.43254619771972","","19","LGE NEXUS 5","","-18.497487574377267","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-124.9171931265798","","","","_q7nbnd80q","Penparcau Survey 2016 - V1-3-13-06-2016 16h18m46s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Woodland",,"Yes","Lots of wild flowers, shrubs and plants",,,,"-4.071220000000008,52.40456400000012"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-27T13:21:06.910Z","","2.9996553723729313","","-1","MOTOROLA XT1068","","-24.29183586807527","a0ea0520-3574-4371-b9a3-6af8c208632a.json","68.2713744149159","","","","_fcll3ntw7","Penparcau Survey 2016 - V1-3-27-06-2016 14h20m20s","Megd","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-27-06-2016 14h20m20s/1467032842422.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-27-06-2016 14h20m20s/1467032842422_thumb.jpg" style="width:100px;border:0;"></a>","5","Nettle,Bird's foot trefoil,Thistle,Grasses",,"Yes","1mating pair","Brown","Meadow Brown","Flying,Other","Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.066992405505292,52.403580280026844"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T14:12:39.719Z","","8.29474479882992","","3900","MOTOROLA XT1068","","-10.024947828810038","a0ea0520-3574-4371-b9a3-6af8c208632a.json","56.508023060253485","","","","_04zcptf89","Penparcau Survey 2016 - V1-3-14-07-2016 15h12m33s","Graeme","Yes","<i>blank</i>","1","Grasses","Overgrown, lots of wild flowers, meadow","Yes","","Brown","Meadow Brown","Resting,Flying","Gorse",,"No",,,,,"-4.078072999999984,52.38816990000009"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:50:24.314Z","","8.524205003996498","","875.7520141601562","MOTOROLA XT1068","","-28.660477795181496","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-52.64477585814048","","","","_rv6c5uvpc","Penparcau Survey 2016 - V1-3-09-06-2016 10h50m18s","Chloe","No","<i>blank</i>","","Bird's foot trefoil,Grasses",,"Yes","",,,,"Farmland",,"Yes",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.0774631,52.4013683"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:20:50.947Z","","6.652389527520387","","-1","MOTOROLA XT1068","","-22.59636435002467","a0ea0520-3574-4371-b9a3-6af8c208632a.json","43.890416531003005","","","","_ltlemqcae","Penparcau Survey 2016 - V1-3-30-06-2016 16h20m43s","CG test","No","<i>blank</i>","","Nettle,Ivy,Thistle,Burdock,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.059191118545108,52.40336640557221"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:59:30.518Z","","5.964487025262553","","14","MOTOROLA XT1068","","-23.496221282606335","a0ea0520-3574-4371-b9a3-6af8c208632a.json","61.99777053017831","","","","_11a2rvksk","Penparcau Survey 2016 - V1-3-09-06-2016 10h59m22s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Thistle,Grasses",,"Yes","",,,,"Farmland",,"Yes",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.0801819,52.40343500000001"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:33:48.670Z","","19.334810710012885","","96","MOTOROLA XT1068","","-51.813217402164355","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-57.00563307714018","","","","_se4n5eu1p","Penparcau Survey 2016 - V1-3-30-06-2016 12h33m40s","Greg","No","<i>blank</i>","","Thistle,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.073569,52.407326299999994"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:15:10.092Z","","3.962210666770968","","-1","MOTOROLA XT1068","","-22.729286661462286","a0ea0520-3574-4371-b9a3-6af8c208632a.json","122.76211817927904","","","","_rahgw1a16","Penparcau Survey 2016 - V1-3-21-06-2016 16h15m02s","Chloe new path","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.08077458057398,52.400190649988225"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:12:02.856Z","","6.857072367699098","","49.5","MOTOROLA XT1068","","-14.672211101407653","a0ea0520-3574-4371-b9a3-6af8c208632a.json","112.8043512373716","","","","_0ipkixl0o","Penparcau Survey 2016 - V1-3-20-07-2016 14h11m55s","CG","No","<i>blank</i>","","Thistle,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.0721657,52.40106960000001"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:34:03.116Z","","-5.451550917651996","","-1","MOTOROLA XT1068","","-8.110386894073873","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-109.37283004741134","","","","_p9yi3aviy","Penparcau Survey 2016 - V1-3-20-07-2016 15h33m51s","CG","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.075128072642972,52.407283369137105"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:02:41.741Z","","-5.778119337343231","","-1","MOTOROLA XT1068","","-70.12101696291202","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-87.87592295563093","","","","_djzcetk2w","Penparcau Survey 2016 - V1-3-30-06-2016 12h02m30s","Greg","No","<i>blank</i>","","Ivy",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.067121023937591,52.40362070008752"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:13:05.491Z","","6.015419745903338","","1125.6949462890625","MOTOROLA XT1068","","-18.340251497041695","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-111.33525950917189","","","","_2g4fersfb","Penparcau Survey 2016 - V1-3-21-06-2016 15h13m02s","Chloe new path","No","<i>blank</i>","","Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.07737599999999,52.40118559999985"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:28:08.882Z","","7.948839259824732","","-1","MOTOROLA XT1068","","-9.354123360798175","a0ea0520-3574-4371-b9a3-6af8c208632a.json","86.99960285492912","","","","_ekyqor2cw","Penparcau Survey 2016 - V1-3-20-07-2016 14h28m01s","CG","No","<i>blank</i>","","Bird's foot trefoil,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0692854013291235,52.401491212870674"
"","6.0.1","","Penparcau Survey 2016 - V1-3","2016-07-08T14:00:40.897Z","","8.005715098817074","","-1","SONY D6603","","-28.59181048836077","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-77.17257939411407","","","","_nbs142brb","Penparcau Survey 2016 - V1-3-08-07-2016 15h00m19s","Doug","Yes","<i>blank</i>","3","Dock or sorrel,Grasses",,"Yes","","Brown","Speckled Wood","Flying","Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.069172597224556,52.403824973425735"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:47:42.639Z","","10.040858754481583","","13","MOTOROLA XT1068","","-5.76981169287838","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-96.30210876862222","","","","_ppexedn79","Penparcau Survey 2016 - V1-3-19-07-2016 12h47m36s","CG","Yes","<i>blank</i>","1","Nettle,Thistle,Dock or sorrel,Grasses",,"No","","Brown","Ringlet","Resting,Flying",,,,,,,,"-4.082939399999965,52.399390100000154"
"","6.0.1","","Penparcau Survey 2016 - V1-3","2016-06-13T15:03:58.766Z","","9.1197198062198","","-1","LGE NEXUS 5","","-18.134956501158623","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-19.590200020816123","","","","_89ygut83f","Penparcau Survey 2016 - V1-3-13-06-2016 16h03m25s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.068567378724364,52.40292102859592"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:02:43.490Z","","2.6367584571468683","","-1","MOTOROLA XT1068","","-25.01425814639835","a0ea0520-3574-4371-b9a3-6af8c208632a.json","122.69120715531596","","","","_wkeat9pct","Penparcau Survey 2016 - V1-3-17-06-2016 16h02m25s","Debra","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"Yes","",,,,"Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.086817111292874,52.40225800598994"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:49:08.163Z","","3.5917757840221496","","6","MOTOROLA XT1068","","-11.47861101344833","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-128.32675525835847","","","","_t73cc8nc0","Penparcau Survey 2016 - V1-3-19-07-2016 13h49m02s","CG","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.0869315999999785,52.40225970000008"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:43:10.199Z","","-1.2646019475867503","","-1","MOTOROLA XT1068","","-23.498082509155164","a0ea0520-3574-4371-b9a3-6af8c208632a.json","145.00173321121747","","","","_5qr8nnb63","Penparcau Survey 2016 - V1-3-21-06-2016 15h42m53s","Chloe new path","Yes","<i>blank</i>","1","Grasses","Overgrown, lots of wild flowers, meadow","Yes","","Orange","Small Tortoiseshell","Resting,Flying","Gorse",,"No",,,,,"-4.083313640821973,52.40258728168153"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:37:45.308Z","","7.280289244806482","","-1","MOTOROLA XT1068","","-18.596663628673145","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-131.00525492251398","","","","_lpehlg6zc","Penparcau Survey 2016 - V1-3-09-06-2016 13h37m38s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.078100188732547,52.40585491618664"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:25:43.592Z","","12.12021763973817","","-1","MOTOROLA XT1068","","-18.961532334135224","a0ea0520-3574-4371-b9a3-6af8c208632a.json","89.59486983385887","","","","_ejqnooelw","Penparcau Survey 2016 - V1-3-30-06-2016 16h25m36s","CG test","No","<i>blank</i>","","Nettle,Ivy,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0588557850545035,52.4040391159859"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:43:47.236Z","","-0.3566081519499061","","24","MOTOROLA XT1068","","-14.649633911106177","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-77.853897594012","","","","_47sabhll9","Penparcau Survey 2016 - V1-3-14-07-2016 11h43m39s","Chloe test","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-14-07-2016 11h43m39s/1468492981958.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-14-07-2016 11h43m39s/1468492981958_thumb.jpg" style="width:100px;border:0;"></a>","1","Grasses","Long grass, maybe grazed, some flowers","No","","Brown","Ringlet","Resting,Flying",,,,,,,,"-4.081175100000006,52.40011860000012"
"","6.0.1","","Penparcau Survey 2016 - V1-3","2016-07-08T13:35:22.711Z","","8.060591399929896","","-1","SONY D6603","","-21.86963905252448","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-143.23291912185928","","","","_9nu3ayfbx","Penparcau Survey 2016 - V1-3-08-07-2016 14h34m34s","Doug","No","<i>blank</i>","","Nettle,Grasses",,"Yes","On the side of allotments",,,,"Woodland",,"No","Lots of wild flowers, shrubs and plants",,,,"-4.074380468860679,52.40609627465123"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:09:38.631Z","","4.0768220948174285","","12","MOTOROLA XT1068","","-22.996818341062514","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-106.47721916010863","","","","_idea5hdb7","Penparcau Survey 2016 - V1-3-21-06-2016 15h09m32s","Chloe new path","No","<i>blank</i>","","Nettle,Ivy,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.077225199999959,52.40077549999987"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:39:39.395Z","","8.755772322522025","","-1","MOTOROLA XT1068","","-20.44726240315308","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-52.856002873317706","","","","_x1dpyopze","Penparcau Survey 2016 - V1-3-30-06-2016 15h39m29s","CG test","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.061354081394328,52.40147953447674"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-15T11:21:00.256Z","","4.52476852558849","","-1","MOTOROLA XT1068","","-29.947807944283404","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-43.63524066361133","","","","_id70ykpzn","Penparcau Survey 2016 - V1-3-15-06-2016 12h20m31s","A chamb","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"No","","Red",,,,,,,,,,"-4.079955270126367,52.40615391202167"
"","5.1.1","","Penparcau Survey 2016 - V1-3","2016-07-08T14:06:28.492Z","","11.34209687628093","","132.2169952392578","SAMSUNG SM-G800F","","-47.36740287517345","a0ea0520-3574-4371-b9a3-6af8c208632a.json","33.60609141468808","","","","_33rvrnnqx","Penparcau Survey 2016 - V1-3-08-07-2016 15h06m23s","Snoopy","Yes","<i>blank</i>","1","Dock or sorrel,Grasses",,"Yes","","Brown","Meadow Brown","Resting","Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.069379999999999,52.4025737999999"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T14:10:31.341Z","","3.935523410136436","","7","MOTOROLA XT1068","","-34.463307476281365","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-34.949599869713346","","","","_sdyk9f3yo","Penparcau Survey 2016 - V1-3-12-07-2016 15h10m20s","Louise king","Yes","<i>blank</i>","","Thistle,Dock or sorrel,Grasses",,"Yes","","Brown","Gatekeeper","Feeding","Urban","Built-up areas with green spaces","No",,,,,"-4.066882600000003,52.40353330000021"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T13:01:34.906Z","","0.9588357227864358","","1223.7020263671875","MOTOROLA XT1068","","-11.46963443733164","a0ea0520-3574-4371-b9a3-6af8c208632a.json","2.285283966090594","","","","_i82kyo7un","Penparcau Survey 2016 - V1-3-19-07-2016 14h01m31s","CG","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.087337300000032,52.40393160000004"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-13T13:53:05.568Z","","8.024064402022313","","36","MOTOROLA XT1068","","-20.453723762107913","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-48.81047499772999","","","","_ezof6pwnl","Penparcau Survey 2016 - V1-3-13-07-2016 14h52m58s","Chloe test","Yes","<i>blank</i>","1","Nettle,Ivy,Holly,Lady's smock,Dock or sorrel,Grasses",,"Yes","","Orange","Small Tortoiseshell","Resting","Urban","Built-up areas with green spaces","Yes",,,,,"-4.0724019999999905,52.401095699999914"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T10:56:37.876Z","","-1.8391407052604154","","9","MOTOROLA XT1068","","-62.88751195259919","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-22.431343564582573","","","","_k96xy2zpb","Penparcau Survey 2016 - V1-3-30-06-2016 11h56m29s","Greg","No","<i>blank</i>","","Grasses","Mown or grazed, short, very green grass","Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.0684833,52.40207830000001"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:10:50.184Z","","7.426174401515139","","15","MOTOROLA XT1068","","-17.410734467989247","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-175.82389074662714","","","","_6wzp4fuf5","Penparcau Survey 2016 - V1-3-14-07-2016 11h10m44s","Chloe test","Yes","<i>blank</i>","1","Grasses","Overgrown, lots of wild flowers, meadow","No","","Brown","Ringlet","Resting",,,,,,,,"-4.077683199999999,52.39942819999982"
